,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000014914,567.3120871,-0.425595099,0.205136041,-2.074696858,0.038014639,0.167735983
ENSG00000014919,629.9731594,-0.086077625,0.107516941,-0.800595922,0.423365613,0.719254486
ENSG00000015133,5.652341674,0.578854288,0.726323532,0.796964799,0.425471475,0.721097691
ENSG00000015153,229.9527141,0.406333832,0.167808496,2.421413949,0.015460261,0.088251923
ENSG00000015171,2166.725018,-0.030447707,0.085920093,-0.354372375,0.723059835,0.905484315
ENSG00000015285,4.770572696,-1.295554506,0.753719604,-1.718881264,0.085635994,0.290581691
ENSG00000015413,1.487972414,4.148412132,1.574042044,2.635515454,0.00840096,NA
ENSG00000015475,325.2201092,0.000146246,0.23210318,0.000630092,0.999497259,0.999944552
ENSG00000015479,6854.832672,-0.14657945,0.073467543,-1.995159282,0.04602551,0.191798998
ENSG00000015520,17.51269025,-2.560382683,0.718642962,-3.56280214,0.000366917,0.004618442
ENSG00000015532,670.7740441,0.050338647,0.105990628,0.474934884,0.634833386,0.85788925
ENSG00000015568,1188.512209,-0.216151365,0.156080253,-1.384873241,0.166091231,0.43606644
ENSG00000015676,1601.508374,0.029997914,0.102130429,0.293721616,0.768970636,0.922737415
ENSG00000016391,92.11010484,-2.043052619,0.453262552,-4.50743749,6.56E-06,0.000145404
ENSG00000016402,10.36446608,-0.981068245,0.789074292,-1.243315433,0.213751619,0.505250165
ENSG00000016864,1565.061118,0.088574268,0.163004219,0.54338635,0.586863822,0.829144912
ENSG00000017260,2757.019132,-0.150665881,0.123684607,-1.218145769,0.223168584,0.517979515
ENSG00000017427,837.7806083,-0.350617171,0.447061244,-0.784271005,0.432881109,0.727317007
ENSG00000017483,445.7842496,-0.958665846,0.266633035,-3.595450375,0.000323831,0.004155641
ENSG00000017621,17.94999001,-0.233509801,0.354298864,-0.659075783,0.509847106,0.784232748
ENSG00000017797,3342.935354,0.565273561,0.102986482,5.488813183,4.05E-08,1.62E-06
ENSG00000018189,992.6999239,-0.310681841,0.106780789,-2.909529371,0.003619734,0.029154728
ENSG00000018236,45.98136619,0.388423451,0.260783375,1.489448669,0.136369261,0.388316056
ENSG00000018280,5.378175044,-0.01134446,0.670566382,-0.016917729,0.986502249,0.996479449
ENSG00000018408,2600.070376,0.111003792,0.126776992,0.875583103,0.381256715,0.685608367
ENSG00000018510,793.0077204,0.149162375,0.103704133,1.438345524,0.150336041,0.411772279
ENSG00000018610,275.6645033,-0.10996384,0.109847468,-1.001059397,0.316798093,0.624741582
ENSG00000018625,671.4551482,-0.955615526,1.028208599,-0.929398497,0.352682607,0.660655189
ENSG00000018699,269.9729863,0.005583606,0.15259705,0.036590527,0.970811497,0.992537592
ENSG00000018869,58.27921327,-0.082181715,0.225746312,-0.364044553,0.71582474,0.901735571
ENSG00000019102,6.902558375,0.570159002,1.070617928,0.53255133,0.5943442,0.834401803
ENSG00000019144,2982.943818,0.365261188,0.134358768,2.718551192,0.006556851,0.046068069
ENSG00000019186,14.08751734,-4.429294606,1.036205768,-4.274531895,1.92E-05,0.000375234
ENSG00000019485,185.0103339,0.432611758,0.223518183,1.935465612,0.052933185,0.211325053
ENSG00000019549,3021.18025,0.17817134,0.317461198,0.561238163,0.57463519,0.822790376
ENSG00000019582,44.09117533,-0.668789288,0.562792294,-1.188341231,0.234699,0.53351217
ENSG00000019991,1197.683417,-0.980616504,0.223669105,-4.384228671,1.16E-05,0.000243575
ENSG00000019995,2078.387329,0.920589051,0.113451877,8.114357149,4.88E-16,8.03E-14
ENSG00000020129,1036.833513,-0.495378251,0.154031645,-3.216081015,0.001299541,0.013006008
ENSG00000020181,7857.76849,-0.327619926,0.153328302,-2.136721803,0.032620626,0.151847528
ENSG00000020256,310.0592667,-0.287055211,0.156998767,-1.828391497,0.067490817,0.248297998
ENSG00000020426,177.1986881,0.059755613,0.188712757,0.316648507,0.751510325,0.916921668
ENSG00000020577,3104.999031,1.207115838,0.147996953,8.156356039,3.45E-16,5.94E-14
ENSG00000020633,97.17693834,0.456796957,1.255240716,0.363911839,0.715923844,0.901735571
ENSG00000020922,345.8943394,0.055241427,0.128526256,0.429806553,0.667336366,0.87740837
ENSG00000021300,14.51250884,-0.391490851,0.411774097,-0.950741811,0.341735458,0.65092133
ENSG00000021355,621.8968049,0.591500689,0.100966385,5.85839229,4.67E-09,2.31E-07
ENSG00000021488,1.258631979,-0.145497347,1.369980961,-0.106203919,0.915420562,NA
ENSG00000021574,498.4419394,0.08740262,0.153910698,0.567878787,0.570117277,0.819763384
ENSG00000021645,35.95867833,1.869174282,0.629914977,2.967343771,0.003003849,0.025200856
ENSG00000021762,1366.056818,0.417960186,0.176122437,2.373122885,0.017638395,0.097219705
ENSG00000021776,1158.884097,0.226683513,0.095662188,2.369625023,0.017806134,0.097793008
ENSG00000021826,322.9347282,-0.311540886,0.207077799,-1.504462997,0.132462194,0.382042915
ENSG00000022267,10395.01194,0.509136415,0.178267184,2.856029946,0.004289747,0.033149679
ENSG00000022277,1454.03488,0.103617594,0.099922415,1.036980487,0.299744951,0.60711879
ENSG00000022567,149.1328867,0.278500925,0.15561944,1.789628115,0.073513716,0.262406488
ENSG00000022840,2666.075378,0.275925104,0.082068461,3.362133289,0.000773428,0.008574758
ENSG00000022976,178.3938894,-0.193301787,0.164761885,-1.173219074,0.240707965,0.541291632
ENSG00000023041,674.8320173,0.191213177,0.082899524,2.30656545,0.021079058,0.1106215
ENSG00000023171,81.87014773,-0.65715254,0.429060912,-1.531606633,0.125619535,0.369694429
ENSG00000023191,4815.147175,0.141332735,0.182171153,0.775823903,0.437852969,0.73052396
ENSG00000023228,1603.929778,0.12312688,0.084509713,1.456955361,0.145128703,0.403768705
ENSG00000023287,2803.618187,0.126288539,0.129762146,0.973230964,0.330438525,0.640005624
ENSG00000023318,1403.07369,0.228892996,0.088986837,2.572211839,0.010105104,0.064454389
ENSG00000023330,959.5485014,-0.269003199,0.160969462,-1.671144305,0.094693178,0.310888727
ENSG00000023445,56.19987928,0.591248956,0.384549892,1.537509095,0.12416869,0.36714297
ENSG00000023516,1874.104985,-0.050909599,0.096492744,-0.527600286,0.597776795,0.837044058
ENSG00000023572,91.11730046,0.265721358,0.218452812,1.216378748,0.223840676,0.519089512
ENSG00000023608,233.1230532,0.731451521,0.221565518,3.301287701,0.000962421,0.010226769
ENSG00000023697,480.85385,0.318173042,0.105323457,3.020913408,0.002520134,0.022102209
ENSG00000023734,2022.283423,0.27444645,0.120560636,2.2764184,0.022820979,0.117355023
ENSG00000023839,15.04082361,0.375385691,0.497880608,0.753967287,0.450868865,0.739879735
ENSG00000023892,5.364988949,-0.362660339,0.719802761,-0.503832936,0.614378781,0.846061706
ENSG00000023902,704.7416131,0.414973038,0.162340828,2.556184064,0.010582712,0.06669394
ENSG00000023909,1927.703865,1.24618873,0.200005625,6.230768407,4.64E-10,2.94E-08
ENSG00000024048,1335.150553,0.132511027,0.09719125,1.363404899,0.172754938,0.446809295
ENSG00000024422,11726.96589,0.17469684,0.117058708,1.492386544,0.135597841,0.387077079
ENSG00000024526,16.22317124,-0.280707,0.4544329,-0.617708358,0.536767602,0.798947251
ENSG00000024862,225.3612998,0.173171791,0.190477976,0.909143383,0.363274445,0.669507185
ENSG00000025039,6.839184358,0.751177803,0.638000498,1.177393757,0.23903838,0.539684631
ENSG00000025156,250.8396495,-0.239927689,0.130001677,-1.845573802,0.064954113,0.242327795
ENSG00000025293,1475.883651,-0.11395192,0.094989135,-1.199631094,0.230282645,0.528233047
ENSG00000025423,169.2018165,-2.184449084,0.506073605,-4.316465163,1.59E-05,0.00031874
ENSG00000025434,396.8869211,0.162130076,0.151846561,1.067723073,0.285645448,0.591760706
ENSG00000025708,144.6969864,1.274690029,0.312291925,4.08172587,4.47E-05,0.000772229
ENSG00000025770,332.4660709,-0.08891193,0.175356661,-0.507034804,0.612130398,0.844879425
ENSG00000025772,764.2926641,-0.516936794,0.226697569,-2.280292619,0.022590339,0.116363943
ENSG00000025796,3327.261576,-0.051882834,0.156665477,-0.331169541,0.740516426,0.912163259
ENSG00000025800,1864.822827,0.147804402,0.10707258,1.380413191,0.167459461,0.438159417
ENSG00000026025,29589.29049,-0.373353566,0.175174845,-2.131319509,0.033062829,0.153286
ENSG00000026036,42.70493243,-0.367706178,0.351158142,-1.04712417,0.295042313,0.601778012
ENSG00000026103,1096.829371,-0.045033023,0.135312116,-0.332808507,0.739278836,0.912048415
ENSG00000026297,95.67850228,-0.439109179,0.173540191,-2.530302497,0.011396423,0.070471834
ENSG00000026508,20349.60757,-0.167355037,0.174326421,-0.960009599,0.337050384,0.646196307
ENSG00000026559,15.55155131,-0.629885137,0.567786254,-1.109370176,0.267270523,0.57037741
ENSG00000026652,343.2186809,-0.162477173,0.206259393,-0.787732234,0.430853347,0.725442478
ENSG00000026950,733.921336,-0.885318355,0.139663197,-6.33895238,2.31E-10,1.56E-08
ENSG00000027001,526.2918898,-0.344835002,0.158191873,-2.179852829,0.029268373,0.140578268
ENSG00000027075,80.80755414,1.135215712,0.494475409,2.295798116,0.021687427,0.112897352
ENSG00000027697,1439.340952,0.403447747,0.137298163,2.938478849,0.003298272,0.02716854
ENSG00000027847,438.5713631,-0.12269457,0.146335116,-0.838449259,0.401778434,0.701112879
ENSG00000028116,191.8686061,0.201020565,0.151722578,1.324921886,0.185197061,0.463811217
ENSG00000028137,518.9032465,0.809608276,0.215130426,3.763336921,0.000167661,0.002385996
ENSG00000028203,1184.544893,0.00633694,0.175235376,0.036162445,0.971152831,0.992537592
ENSG00000028277,34.45727202,-2.016482038,0.519974337,-3.878041463,0.000105301,0.001607889
ENSG00000028310,567.4556085,0.024000114,0.12689946,0.189126995,0.849993284,0.953414763
ENSG00000028528,3490.168013,-0.072805683,0.078511032,-0.927330605,0.353754909,0.661427215
ENSG00000028839,420.3015705,-0.337594611,0.137922574,-2.447711064,0.014376689,0.083569045
ENSG00000029153,251.0768001,-0.031601989,0.14167972,-0.223052314,0.823494792,0.944440178
ENSG00000029363,3229.575993,-0.046716926,0.095305338,-0.490181628,0.62400538,0.851028551
ENSG00000029364,1391.911783,-0.116271961,0.106569541,-1.091043087,0.275253924,0.579821666
ENSG00000029534,88.10908033,-0.197378075,0.403868522,-0.48871864,0.625040906,0.851270768
ENSG00000029639,108.1602509,-0.01508172,0.192478042,-0.078355533,0.937545244,0.982075976
ENSG00000029725,1613.309179,0.006977178,0.111110627,0.06279488,0.949929843,0.986152858
ENSG00000029993,586.9211986,-0.379322197,0.167773238,-2.26092195,0.023764091,0.120955149
ENSG00000030066,918.8164224,0.040993671,0.106168253,0.38611986,0.699407902,0.894971631
ENSG00000030110,179.2546155,0.136325328,0.145734763,0.935434519,0.349564415,0.657561106
ENSG00000030304,28.90727808,0.082752386,0.410812466,0.201435917,0.840357733,0.949648782
ENSG00000030419,227.2209833,0.362069478,0.227169398,1.593830337,0.110974041,0.342941259
ENSG00000030582,11064.47167,-0.183601288,0.126352907,-1.45308321,0.146200652,0.40546461
ENSG00000031003,1128.042353,0.046470071,0.126223624,0.368156689,0.712756403,0.900633835
ENSG00000031081,329.2472317,-0.682345481,0.218661418,-3.120557288,0.001805092,0.016882055
ENSG00000031544,3.698871541,0.07775543,0.899628184,0.08643063,0.931124099,NA
ENSG00000031691,83.91061833,0.107281611,0.2887448,0.371544739,0.71023184,0.899350366
ENSG00000031698,2847.433407,-0.534394291,0.094761968,-5.639332968,1.71E-08,7.50E-07
ENSG00000031823,1526.646485,-0.393582159,0.117257935,-3.356550325,0.000789214,0.008728749
ENSG00000032219,653.4386209,0.010367845,0.1290501,0.080339687,0.935967094,0.981635845
ENSG00000032389,207.8601123,0.035229448,0.207822922,0.169516663,0.865390267,0.957295655
ENSG00000032444,1249.018593,0.187013444,0.107005118,1.747705589,0.08051502,0.279172303
ENSG00000032742,221.7671466,-0.641730189,0.143850496,-4.461091235,8.15E-06,0.000176869
ENSG00000033011,305.4594301,0.04790631,0.109798534,0.436311018,0.662611089,0.873957467
ENSG00000033030,378.8393584,0.115876442,0.123650574,0.937128216,0.348692609,0.656660704
ENSG00000033050,1269.112828,0.346548317,0.154432419,2.244012753,0.024831581,0.125040624
ENSG00000033100,2215.321766,0.062221403,0.139215694,0.446942447,0.654916615,0.869101135
ENSG00000033122,6.25375492,-0.424618849,0.616261204,-0.689024145,0.490808073,0.769835779
ENSG00000033170,1517.21771,-0.273061029,0.159014709,-1.717206107,0.08594152,0.291189161
ENSG00000033178,882.3059804,-0.234121755,0.11669583,-2.006256388,0.044828901,0.187960884
ENSG00000033327,1291.537802,0.379140557,0.128172898,2.958039986,0.00309602,0.025809507
ENSG00000033627,792.8349801,0.461439726,0.191473984,2.409934317,0.015955393,0.090341292
ENSG00000033800,623.2642863,-0.0412767,0.105893456,-0.389794624,0.696688419,0.893669354
ENSG00000033867,2313.660248,-0.929037052,0.154092387,-6.02909119,1.65E-09,9.20E-08
ENSG00000034053,102.8223062,0.053035331,0.560371353,0.094643187,0.924598246,0.978308245
ENSG00000034063,85.00112322,-0.520370692,0.332512439,-1.56496609,0.117590861,0.354582561
ENSG00000034152,1144.897097,0.846246419,0.216586527,3.907197879,9.34E-05,0.001451019
ENSG00000034239,6.525784672,-0.253911783,0.682468338,-0.372049177,0.709856235,0.899350366
ENSG00000034510,12063.66366,-0.125388156,0.136381285,-0.919394151,0.357889447,0.664837504
ENSG00000034533,105.2860373,-0.668969166,0.193081886,-3.464691486,0.00053084,0.006270314
ENSG00000034677,754.2275956,0.208815911,0.165059755,1.265092821,0.205838056,0.493619977
ENSG00000034693,267.259148,-0.404209994,0.169723142,-2.381584439,0.017238338,0.095679977
ENSG00000034713,1399.283152,0.369888735,0.088494369,4.17979968,2.92E-05,0.000537825
ENSG00000034971,453.3233981,0.099052221,0.896816567,0.110448696,0.912053535,0.97474398
ENSG00000035115,464.175783,-0.463014257,0.114203979,-4.054274305,5.03E-05,0.000851972
ENSG00000035141,351.7016791,0.19641572,0.1340631,1.46509904,0.142893899,0.40039427
ENSG00000035403,16756.33515,0.842436287,0.198313154,4.248010129,2.16E-05,0.000415885
ENSG00000035499,12.15748364,-0.821123656,0.564714016,-1.454052197,0.145931835,0.405288181
ENSG00000035664,633.0396892,1.569461822,0.441527386,3.554619423,0.000378527,0.004751579
ENSG00000035681,1037.236983,-0.336012101,0.090790726,-3.700951811,0.000214792,0.002945197
ENSG00000035687,746.4000677,-0.161341439,0.133973087,-1.204282465,0.228480422,0.525539217
ENSG00000035862,41844.37115,0.151576772,0.140423172,1.079428486,0.280396758,0.586362286
ENSG00000035928,1027.064128,-0.144749313,0.100193576,-1.444696547,0.14854314,0.4089483
ENSG00000036054,1240.300586,0.182021736,0.1044237,1.743107515,0.081314836,0.280887771
ENSG00000036257,1710.435051,0.007771472,0.116000608,0.066995096,0.946585607,0.984656496
ENSG00000036448,25.57015906,-0.380688386,0.589270316,-0.646033535,0.518257638,0.789476616
ENSG00000036530,22.68916093,-0.515479085,0.402360331,-1.281137937,0.200145221,0.485852919
ENSG00000036549,837.90966,-0.017620872,0.101444148,-0.173700231,0.862101056,0.956732174
ENSG00000036672,11.41110107,0.596959249,0.545461501,1.094411335,0.273774615,0.578359474
ENSG00000037042,506.9383162,-0.135227072,0.103976621,-1.300552667,0.193411618,0.476478252
ENSG00000037241,295.7685824,0.316890262,0.140802551,2.250600283,0.024410865,0.123496178
ENSG00000037280,1.734755703,1.121734349,1.541717898,0.727587291,0.466866263,NA
ENSG00000037474,767.7467843,0.136311787,0.165637821,0.822950859,0.410535939,0.709059935
ENSG00000037637,628.2927668,0.365013457,0.124506665,2.931678054,0.00337136,0.027624849
ENSG00000037749,833.3274801,0.239164648,0.096602843,2.475751639,0.013295603,0.079018516
ENSG00000037757,181.3444799,0.092921494,0.318608532,0.291647851,0.770555885,0.923315627
ENSG00000037897,59.29161148,-0.202384252,0.28010627,-0.722526676,0.469970731,0.754016572
ENSG00000037965,24.18742958,-0.220952899,0.797994891,-0.276885105,0.78186833,0.927754024
ENSG00000038002,598.8467209,-0.242523576,0.199907566,-1.213178575,0.225061554,0.52053611
ENSG00000038210,398.4927522,0.01070181,0.186150592,0.057490066,0.954154819,0.987776025
ENSG00000038219,2346.902286,-0.087428891,0.116730311,-0.748981907,0.453868111,0.742337797
ENSG00000038274,1701.281082,0.528662271,0.130912985,4.038272211,5.38E-05,0.000899801
ENSG00000038295,9.220678043,-1.016823136,1.140094801,-0.891875952,0.372459425,0.677684055
ENSG00000038358,702.2815811,0.107326576,0.104945067,1.022692908,0.306453065,0.61387286
ENSG00000038382,6064.471393,-0.190779283,0.134228812,-1.421299059,0.155229837,0.419727783
ENSG00000038427,8574.736617,-0.358321964,0.155901765,-2.298382987,0.021540001,0.112320373
ENSG00000038532,640.6590101,-0.219524898,0.145611741,-1.507604376,0.131655812,0.380380706
ENSG00000038945,157.6556126,-0.684297725,0.55805816,-1.226212203,0.22011883,0.514467351
ENSG00000039123,1219.022272,-0.01402087,0.08006812,-0.175111763,0.860991815,0.956732174
ENSG00000039139,208.0783408,-0.145861729,0.315340159,-0.462553609,0.643684368,0.862445259
ENSG00000039319,1070.956278,-0.119354666,0.128558973,-0.928404004,0.353198042,0.660914335
ENSG00000039523,1099.931647,0.225249731,0.145519628,1.547899307,0.121646542,0.362186105
ENSG00000039537,22.95194796,1.602611529,0.730907397,2.192632796,0.028333846,0.137560712
ENSG00000039560,5050.902399,0.534838474,0.186136182,2.873371895,0.004061157,0.031813098
ENSG00000039600,3.698344959,0.390673904,0.747006554,0.522985913,0.600984057,NA
ENSG00000039650,317.725308,-0.294114989,0.193657415,-1.518738593,0.128828308,0.375358122
ENSG00000040199,302.4598212,0.344201895,0.181010317,1.901559538,0.057228762,0.223561233
ENSG00000040275,216.2718301,-0.214678376,0.202797982,-1.058582404,0.289790004,0.596188462
ENSG00000040341,612.4318772,-0.076037286,0.123238696,-0.616991967,0.537240024,0.799018418
ENSG00000040487,238.6348,0.292186356,0.135886769,2.150219317,0.031537871,0.148140471
ENSG00000040531,498.8448501,-0.004456962,0.150294263,-0.029654906,0.976342276,0.993905525
ENSG00000040608,1.347814144,-1.537504537,1.440675799,-1.067210637,0.28587673,NA
ENSG00000040633,795.1306164,-0.245039317,0.169176216,-1.448426509,0.147497805,0.407588848
ENSG00000040731,72.26896636,-1.824467333,0.676829666,-2.69560781,0.007026034,0.04851309
ENSG00000040933,706.2803112,-0.005522714,0.104469518,-0.052864358,0.957839983,0.988324272
ENSG00000041353,59.94218532,-1.918988698,1.130552318,-1.697390441,NA,NA
ENSG00000041357,1222.432666,-0.022727901,0.130646327,-0.173965093,0.861892895,0.956732174
ENSG00000041515,10.13165552,1.739159993,0.529035632,3.287415607,0.001011115,0.010645901
ENSG00000041802,522.1304702,0.188835427,0.124005183,1.522802693,0.127808076,0.373407222
ENSG00000041880,372.7051464,-0.061497386,0.172772644,-0.355944003,0.721882502,0.904987441
ENSG00000041982,3704.10652,-0.759627799,0.560100808,-1.356234072,0.175024705,0.450033155
ENSG00000041988,194.2983214,-0.101247365,0.12840337,-0.788510183,0.430398344,0.725007822
ENSG00000042062,1504.654258,0.145459165,0.253087118,0.574739504,0.565467486,0.816968756
ENSG00000042088,190.0468179,-0.414521005,0.1501991,-2.759810174,0.005783496,0.04163529
